userId,age,gender,country,positive,negative,mixed
1,4.107464472747751,2.021722956442927,1.7874048008113603,['57726f4cedc2cb3880ba07ed'],"['577278d5edc2cb3880d94196', '57727c2eedc2cb3880e392f5']","['5772700eedc2cb3880bc82ce', '57727015edc2cb3880bceb08']"
2,2.347122555855857,0.0,1.7874048008113603,[],['57726f59edc2cb3880ba76b3'],[]
3,1.7603419168918932,0.0,1.7874048008113603,"['57726f4cedc2cb3880ba07ed', '57726f59edc2cb3880ba76b3', '5772700eedc2cb3880bc82ce', '57727071edc2cb3880be3213', '5772752eedc2cb3880cd9f38', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4']","['57726f76edc2cb3880baa425', '57726f78edc2cb3880baa755', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7']","['57726fffedc2cb3880bc69d6', '57727015edc2cb3880bceb08', '577278cdedc2cb3880d9370c']"
4,1.7603419168918932,0.0,1.7874048008113603,"['57726f4cedc2cb3880ba07ed', '57726f59edc2cb3880ba76b3', '57727071edc2cb3880be3213', '57727c95edc2cb3880e4d1d4']","['57726e45edc2cb3880b69781', '57727cbaedc2cb3880e561f7']",['577278d5edc2cb3880d94196']
5,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726e34edc2cb3880b62340', '57726f48edc2cb3880ba012f', '57726f56edc2cb3880ba7233', '57727d14edc2cb3880e6926e']",['57727cbaedc2cb3880e561f7'],['57727015edc2cb3880bceb08']
6,2.933903194819822,0.0,1.7874048008113603,"['57726e37edc2cb3880b628ee', '57726f48edc2cb3880ba012f', '57726f4cedc2cb3880ba07ed', '57726f59edc2cb3880ba76b3', '57726f77edc2cb3880baa4c5', '5772700eedc2cb3880bc82ce', '57727015edc2cb3880bceb08', '5772752eedc2cb3880cd9f38', '577278d5edc2cb3880d94196', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4', '57727cbaedc2cb3880e561f7']",['57726f76edc2cb3880baa425'],[]
7,4.694245111711715,0.0,1.7874048008113603,"['57726e34edc2cb3880b62340', '57726f59edc2cb3880ba76b3', '5772700eedc2cb3880bc82ce', '57727015edc2cb3880bceb08', '57727c2eedc2cb3880e39405', '57727c95edc2cb3880e4d1d4']","['57726f4fedc2cb3880ba0b6d', '5772752eedc2cb3880cd9f38', '57727cbaedc2cb3880e561f7', '57727d5cedc2cb3880e751a0']",['57726f76edc2cb3880baa425']
8,2.933903194819822,0.0,3.5748096016227207,"['57726f48edc2cb3880ba012f', '57726f4cedc2cb3880ba07ed', '57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e']","['57726e37edc2cb3880b628ee', '5772700eedc2cb3880bc836e', '57727c2eedc2cb3880e392f5']","['57727071edc2cb3880be3213', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7']"
9,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4']",['57727cbaedc2cb3880e561f7'],['57727015edc2cb3880bceb08']
10,2.933903194819822,2.021722956442927,0.0,['57727c2eedc2cb3880e392f5'],"['57726f59edc2cb3880ba76b3', '57727cbaedc2cb3880e561f7']",['577278cdedc2cb3880d9370c']
11,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f77edc2cb3880baa4c5', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4']","['57726e37edc2cb3880b628ee', '57726e45edc2cb3880b69781', '57726f49edc2cb3880ba034f', '57727cbaedc2cb3880e561f7']",['57726e34edc2cb3880b62340']
12,4.694245111711715,0.0,2.5023667211359046,['57726f59edc2cb3880ba76b3'],[],[]
13,0.5867806389639644,2.021722956442927,3.5748096016227207,[],[],"['57726e45edc2cb3880b69781', '57727015edc2cb3880bceb08']"
14,1.1735612779279287,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08']",['57726f4fedc2cb3880ba0b6d'],[]
15,2.347122555855857,0.0,0.3574809601622721,"['57726e34edc2cb3880b62340', '57726f59edc2cb3880ba76b3', '57726f77edc2cb3880baa4c5', '57726f78edc2cb3880baa755', '57727015edc2cb3880bceb28', '57727c95edc2cb3880e4d1d4']","['57726e45edc2cb3880b69781', '57726f48edc2cb3880ba012f', '57726f49edc2cb3880ba034f', '57726fffedc2cb3880bc69d6', '57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7']",[]
16,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb28', '577278cdedc2cb3880d9370c', '57727c95edc2cb3880e4d1d4']",['57726e45edc2cb3880b69781'],[]
17,3.5206838337837865,0.0,2.5023667211359046,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08']",['57727cbaedc2cb3880e561f7'],['57727071edc2cb3880be3213']
18,3.5206838337837865,2.021722956442927,1.7874048008113603,[],"['57726e45edc2cb3880b69781', '57726f78edc2cb3880baa755', '57727cbaedc2cb3880e561f7']",['57727015edc2cb3880bceb28']
19,4.694245111711715,2.021722956442927,1.7874048008113603,['57727c2eedc2cb3880e39405'],"['57726e37edc2cb3880b628ee', '57727015edc2cb3880bceb08']",['5772752eedc2cb3880cd9f38']
20,3.5206838337837865,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f78edc2cb3880baa755', '57727015edc2cb3880bceb08', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4']","['57726e45edc2cb3880b69781', '57726f4fedc2cb3880ba0b6d', '5772700eedc2cb3880bc82ce']",['57727cbaedc2cb3880e561f7']
21,2.933903194819822,0.0,1.7874048008113603,['57727c95edc2cb3880e4d1d4'],[],['57727cbaedc2cb3880e561f7']
22,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '57727c88edc2cb3880e4be65', '57727cbaedc2cb3880e561f7']",[],"['57726e37edc2cb3880b628ee', '5772700eedc2cb3880bc82ce']"
24,2.347122555855857,2.021722956442927,0.3574809601622721,"['57726f56edc2cb3880ba7233', '57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4']",['57727cbaedc2cb3880e561f7'],['57726f77edc2cb3880baa4c5']
25,2.347122555855857,0.0,0.3574809601622721,['57727c88edc2cb3880e4be65'],['57727cbaedc2cb3880e561f7'],['57726e37edc2cb3880b628ee']
26,2.347122555855857,2.021722956442927,0.0,"['57726f56edc2cb3880ba7233', '57727c2eedc2cb3880e39405', '57727c95edc2cb3880e4d1d4', '57727cbaedc2cb3880e561f7']","['57726e37edc2cb3880b628ee', '57726f49edc2cb3880ba034f']",[]
27,3.5206838337837865,2.021722956442927,1.7874048008113603,['5772700eedc2cb3880bc82ce'],"['57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7']",['57726f59edc2cb3880ba76b3']
28,5.28102575067568,2.021722956442927,1.7874048008113603,"['57726f48edc2cb3880ba012f', '57727015edc2cb3880bceb08', '577278cdedc2cb3880d9370c', '57727c2eedc2cb3880e392f5', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e']",[],[]
29,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f77edc2cb3880baa4c5', '57727015edc2cb3880bceb28', '57727c95edc2cb3880e4d1d4']",['57726e37edc2cb3880b628ee'],"['5772752eedc2cb3880cd9f38', '57727cbaedc2cb3880e561f7']"
30,3.5206838337837865,0.0,0.0,"['57726f48edc2cb3880ba012f', '57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '577278cdedc2cb3880d9370c', '57727d14edc2cb3880e6926e']",['57726fffedc2cb3880bc69d6'],['57727cbaedc2cb3880e561f7']
31,1.7603419168918932,0.0,1.7874048008113603,['57727c95edc2cb3880e4d1d4'],"['57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7']",[]
32,0.5867806389639644,2.021722956442927,1.7874048008113603,['57727cbaedc2cb3880e561f7'],[],[]
33,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57726f4cedc2cb3880ba07ed', '57727015edc2cb3880bceb08', '577278cdedc2cb3880d9370c', '57727c95edc2cb3880e4d1d4']","['57726f59edc2cb3880ba76b3', '57726fffedc2cb3880bc69d6', '5772700eedc2cb3880bc82ce', '5772700eedc2cb3880bc836e', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7']",['57727c88edc2cb3880e4be65']
36,4.107464472747751,0.0,1.7874048008113603,"['57726f56edc2cb3880ba7233', '57726f59edc2cb3880ba76b3', '57727c2eedc2cb3880e39405']","['57726f4fedc2cb3880ba0b6d', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7']",[]
37,0.5867806389639644,2.021722956442927,0.0,"['57726e34edc2cb3880b62340', '57726f48edc2cb3880ba012f', '577271fdedc2cb3880c384cc', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e39405', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e']",['57727015edc2cb3880bceb08'],[]
38,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f77edc2cb3880baa4c5', '57727015edc2cb3880bceb08', '57727016edc2cb3880bceb88', '57727cbaedc2cb3880e561f7']",['57726f4fedc2cb3880ba0b6d'],[]
40,2.933903194819822,0.0,3.5748096016227207,"['57726e37edc2cb3880b628ee', '57726f59edc2cb3880ba76b3', '57726f77edc2cb3880baa4c5', '57727c88edc2cb3880e4be65']","['57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7']",['57726f78edc2cb3880baa755']
41,2.933903194819822,2.021722956442927,1.7874048008113603,['57727c95edc2cb3880e4d1d4'],[],[]
42,1.1735612779279287,0.0,1.7874048008113603,['57727c2eedc2cb3880e39405'],[],[]
43,4.107464472747751,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '57727c2eedc2cb3880e39405', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e', '57727d5cedc2cb3880e751a0']",[],"['57726f77edc2cb3880baa4c5', '57727016edc2cb3880bceb88', '57727cbaedc2cb3880e561f7']"
44,3.5206838337837865,0.0,2.5023667211359046,['57727c2eedc2cb3880e39405'],"['57726e45edc2cb3880b69781', '57727cbaedc2cb3880e561f7']",[]
45,3.5206838337837865,2.021722956442927,0.0,"['57727c2eedc2cb3880e392f5', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4']",['57726fffedc2cb3880bc69d6'],['57726f59edc2cb3880ba76b3']
46,2.933903194819822,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726fffedc2cb3880bc69d6', '57727015edc2cb3880bceb08', '57727016edc2cb3880bceb88', '57727c95edc2cb3880e4d1d4']","['57726f4cedc2cb3880ba07ed', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7']",['57726e34edc2cb3880b62340']
48,3.5206838337837865,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726fffedc2cb3880bc69d6']",['57726e45edc2cb3880b69781'],[]
49,1.1735612779279287,2.021722956442927,0.0,"['57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c']",['577278d5edc2cb3880d94196'],"['57726f4cedc2cb3880ba07ed', '57727015edc2cb3880bceb08']"
50,1.7603419168918932,0.0,1.7874048008113603,"['57726f78edc2cb3880baa755', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4', '57727d5cedc2cb3880e751a0']","['57726f49edc2cb3880ba034f', '57726f59edc2cb3880ba76b3', '5772700eedc2cb3880bc836e', '577278cdedc2cb3880d9370c']",['57727cbaedc2cb3880e561f7']
51,1.7603419168918932,2.021722956442927,3.5748096016227207,"['57727016edc2cb3880bceb88', '57727c95edc2cb3880e4d1d4']",[],"['57727015edc2cb3880bceb08', '57727015edc2cb3880bceb28']"
53,2.347122555855857,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727015edc2cb3880bceb08', '57727016edc2cb3880bceb88', '577271fdedc2cb3880c384cc']",[],[]
54,2.347122555855857,2.021722956442927,0.0,[],['57727cbaedc2cb3880e561f7'],[]
55,3.5206838337837865,2.021722956442927,3.5748096016227207,"['577271fdedc2cb3880c384cc', '57727d14edc2cb3880e6926e', '57727d5cedc2cb3880e751a0']",[],[]
56,1.7603419168918932,2.021722956442927,1.7874048008113603,"['57726e34edc2cb3880b62340', '57726f56edc2cb3880ba7233', '57727016edc2cb3880bceb88', '577271fdedc2cb3880c384cc', '57727c95edc2cb3880e4d1d4', '57727d5cedc2cb3880e751a0']",[],"['57726f59edc2cb3880ba76b3', '57726f78edc2cb3880baa755']"
57,2.933903194819822,2.021722956442927,0.0,['57727cbaedc2cb3880e561f7'],[],[]
58,1.7603419168918932,2.021722956442927,1.7874048008113603,"['57726f56edc2cb3880ba7233', '57726f59edc2cb3880ba76b3', '5772700eedc2cb3880bc836e', '57727c95edc2cb3880e4d1d4']","['57726f48edc2cb3880ba012f', '57726f78edc2cb3880baa755', '57727071edc2cb3880be3213']",['57727015edc2cb3880bceb08']
59,3.5206838337837865,0.0,3.5748096016227207,"['57726f59edc2cb3880ba76b3', '57727016edc2cb3880bceb88', '57727c2eedc2cb3880e392f5']",['57726e37edc2cb3880b628ee'],[]
60,4.107464472747751,2.021722956442927,0.3574809601622721,"['57726f56edc2cb3880ba7233', '57727016edc2cb3880bceb88', '57727cbaedc2cb3880e561f7']",[],[]
61,2.933903194819822,2.021722956442927,1.7874048008113603,[],[],['57726f59edc2cb3880ba76b3']
63,1.7603419168918932,0.0,1.7874048008113603,[],"['57726fffedc2cb3880bc69d6', '57727cbaedc2cb3880e561f7']",[]
64,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7']",[],[]
65,2.347122555855857,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57727c95edc2cb3880e4d1d4']",[],[]
