userId,age,gender,country,positive,negative,mixed,cluster,medoid
38,2.933903194819822,2.021722956442927,1.7874048008113603,"['57727016edc2cb3880bceb88', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7', '57726f77edc2cb3880baa4c5']","['57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d']","['57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5', '57727cbaedc2cb3880e561f7', '57727016edc2cb3880bceb88']",0,-1.0
40,2.933903194819822,0.0,3.5748096016227207,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f78edc2cb3880baa755', '57726f77edc2cb3880baa4c5', '57727c88edc2cb3880e4be65', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f78edc2cb3880baa755', '57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5', '57726e37edc2cb3880b628ee', '57726e37edc2cb3880b628ee', '57726e37edc2cb3880b628ee']","['57726e37edc2cb3880b628ee', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755']",['57727015edc2cb3880bceb08'],1,-1.0
41,2.933903194819822,2.021722956442927,1.7874048008113603,['57727c95edc2cb3880e4d1d4'],[],[],1,-1.0
42,1.1735612779279287,0.0,1.7874048008113603,"['57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405']",[],[],1,-1.0
43,4.107464472747751,2.021722956442927,1.7874048008113603,"['57727d5cedc2cb3880e751a0', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e', '57727016edc2cb3880bceb88', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c88edc2cb3880e4be65', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727c88edc2cb3880e4be65', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727d5cedc2cb3880e751a0', '57727d14edc2cb3880e6926e', '57727c2eedc2cb3880e39405', '57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5']","['57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727016edc2cb3880bceb88']","['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727d5cedc2cb3880e751a0']",0,-1.0
44,3.5206838337837865,0.0,2.5023667211359046,"['57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405']","['57726e45edc2cb3880b69781', '57726e45edc2cb3880b69781', '57726e45edc2cb3880b69781', '57726e45edc2cb3880b69781', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57726e45edc2cb3880b69781']",[],1,-1.0
45,3.5206838337837865,2.021722956442927,0.0,"['57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57727c2eedc2cb3880e392f5', '57726fffedc2cb3880bc69d6', '57727c88edc2cb3880e4be65', '57727c2eedc2cb3880e392f5', '57727c95edc2cb3880e4d1d4']","['57726fffedc2cb3880bc69d6', '57726fffedc2cb3880bc69d6', '57726fffedc2cb3880bc69d6', '57726fffedc2cb3880bc69d6', '57726f59edc2cb3880ba76b3']",[],0,-1.0
46,2.933903194819822,0.0,1.7874048008113603,"['57726e34edc2cb3880b62340', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f4cedc2cb3880ba07ed', '57727016edc2cb3880bceb88', '57726fffedc2cb3880bc69d6', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3', '57726fffedc2cb3880bc69d6', '57727016edc2cb3880bceb88']","['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726f4cedc2cb3880ba07ed', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '577278d5edc2cb3880d94196', '57727cbaedc2cb3880e561f7', '57726f4cedc2cb3880ba07ed', '57726e34edc2cb3880b62340', '57726f59edc2cb3880ba76b3']","['57726fffedc2cb3880bc69d6', '57727016edc2cb3880bceb88', '57727c95edc2cb3880e4d1d4', '577278d5edc2cb3880d94196']",1,-1.0
48,3.5206838337837865,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726fffedc2cb3880bc69d6', '57726fffedc2cb3880bc69d6', '57726e45edc2cb3880b69781']","['57726e45edc2cb3880b69781', '57726e45edc2cb3880b69781']",[],1,-1.0
49,1.1735612779279287,2.021722956442927,0.0,"['57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c', '577278cdedc2cb3880d9370c', '577278cdedc2cb3880d9370c', '57726f4cedc2cb3880ba07ed']","['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196', '57726f4cedc2cb3880ba07ed', '577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196']","['57727015edc2cb3880bceb08', '57726f4cedc2cb3880ba07ed', '57727015edc2cb3880bceb08', '577278cdedc2cb3880d9370c', '57726f59edc2cb3880ba76b3', '577278d5edc2cb3880d94196']",0,-1.0
50,1.7603419168918932,0.0,1.7874048008113603,"['57727d5cedc2cb3880e751a0', '57727c95edc2cb3880e4d1d4', '57726f78edc2cb3880baa755', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4', '57727d5cedc2cb3880e751a0', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727d5cedc2cb3880e751a0']","['57726f49edc2cb3880ba034f', '57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e', '577278cdedc2cb3880d9370c']","['57726f49edc2cb3880ba034f', '57726f59edc2cb3880ba76b3', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '57726f59edc2cb3880ba76b3', '57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755']",1,-1.0
51,1.7603419168918932,2.021722956442927,3.5748096016227207,"['57727c95edc2cb3880e4d1d4', '57727016edc2cb3880bceb88', '57727015edc2cb3880bceb28', '57727015edc2cb3880bceb08']","['57727015edc2cb3880bceb08', '57727015edc2cb3880bceb28']","['57727016edc2cb3880bceb88', '57727c95edc2cb3880e4d1d4']",0,-1.0
53,2.347122555855857,0.0,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '577271fdedc2cb3880c384cc', '57727016edc2cb3880bceb88', '57727015edc2cb3880bceb08', '577271fdedc2cb3880c384cc', '57727015edc2cb3880bceb08']",[],['57726f59edc2cb3880ba76b3'],1,-1.0
54,2.347122555855857,2.021722956442927,0.0,[],"['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7']",[],0,-1.0
55,3.5206838337837865,2.021722956442927,3.5748096016227207,"['57727d5cedc2cb3880e751a0', '57727d5cedc2cb3880e751a0', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '577271fdedc2cb3880c384cc']",[],[],1,-1.0
56,1.7603419168918932,2.021722956442927,1.7874048008113603,"['57726e34edc2cb3880b62340', '57727d5cedc2cb3880e751a0', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '577271fdedc2cb3880c384cc', '57726f78edc2cb3880baa755', '57727016edc2cb3880bceb88', '57726e34edc2cb3880b62340', '57727c95edc2cb3880e4d1d4', '577271fdedc2cb3880c384cc', '57726f56edc2cb3880ba7233']","['57726f78edc2cb3880baa755', '57726f59edc2cb3880ba76b3']",['57726f56edc2cb3880ba7233'],0,-1.0
57,2.933903194819822,2.021722956442927,0.0,"['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7']",[],[],1,-1.0
58,1.7603419168918932,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f78edc2cb3880baa755', '5772700eedc2cb3880bc836e', '57726f56edc2cb3880ba7233', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726f78edc2cb3880baa755', '57727c95edc2cb3880e4d1d4', '5772700eedc2cb3880bc836e', '57726f56edc2cb3880ba7233', '57726f56edc2cb3880ba7233', '5772700eedc2cb3880bc836e']","['57726f78edc2cb3880baa755', '57726f48edc2cb3880ba012f', '57727071edc2cb3880be3213', '57727071edc2cb3880be3213', '5772700eedc2cb3880bc836e', '57727015edc2cb3880bceb08', '57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755', '57727c95edc2cb3880e4d1d4', '5772700eedc2cb3880bc836e', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3']","['57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755', '5772700eedc2cb3880bc836e', '57727071edc2cb3880be3213', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4']",0,-1.0
59,3.5206838337837865,0.0,3.5748096016227207,"['57726f59edc2cb3880ba76b3', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727016edc2cb3880bceb88', '57727016edc2cb3880bceb88', '57726f59edc2cb3880ba76b3', '57727c2eedc2cb3880e392f5', '57727016edc2cb3880bceb88', '57726f59edc2cb3880ba76b3']",['57726e37edc2cb3880b628ee'],[],0,-1.0
60,4.107464472747751,2.021722956442927,0.3574809601622721,"['57727016edc2cb3880bceb88', '57727cbaedc2cb3880e561f7', '57726f56edc2cb3880ba7233', '57726f56edc2cb3880ba7233', '57727cbaedc2cb3880e561f7', '57726f56edc2cb3880ba7233', '57726f56edc2cb3880ba7233']",['57727cbaedc2cb3880e561f7'],"['57727016edc2cb3880bceb88', '57727016edc2cb3880bceb88', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7']",0,-1.0
61,2.933903194819822,2.021722956442927,1.7874048008113603,['57726f59edc2cb3880ba76b3'],['57726f59edc2cb3880ba76b3'],"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3']",0,-1.0
63,1.7603419168918932,0.0,1.7874048008113603,[],"['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57726fffedc2cb3880bc69d6']",['57726fffedc2cb3880bc69d6'],0,-1.0
64,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7']","['57727cbaedc2cb3880e561f7', '57726f76edc2cb3880baa425']",[],0,-1.0
65,2.347122555855857,0.0,1.7874048008113603,"['57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57726f59edc2cb3880ba76b3']",[],"['57726f76edc2cb3880baa425', '57726f76edc2cb3880baa425']",1,-1.0
66,3.5206838337837865,0.0,0.0,['57726f4cedc2cb3880ba07ed'],['577278d5edc2cb3880d94196'],"['577278d5edc2cb3880d94196', '577278d5edc2cb3880d94196']",1,-1.0
67,4.107464472747751,2.021722956442927,1.7874048008113603,"['5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57726f76edc2cb3880baa425']","['5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4', '57727cbaedc2cb3880e561f7', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425']","['5772752eedc2cb3880cd9f38', '5772752eedc2cb3880cd9f38', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f76edc2cb3880baa425', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727cbaedc2cb3880e561f7', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '5772752eedc2cb3880cd9f38', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '5772752eedc2cb3880cd9f38', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425']",0,-1.0
68,2.347122555855857,2.021722956442927,1.7874048008113603,"['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7']","['57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7']",[],0,-1.0
69,2.347122555855857,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c88edc2cb3880e4be65', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3', '57727c88edc2cb3880e4be65', '57727c88edc2cb3880e4be65']",['57727c88edc2cb3880e4be65'],[],0,-1.0
71,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f76edc2cb3880baa425', '57726f59edc2cb3880ba76b3']",[],['57726f59edc2cb3880ba76b3'],1,-1.0
72,1.7603419168918932,2.021722956442927,3.5748096016227207,['5772700eedc2cb3880bc82ce'],[],['5772700eedc2cb3880bc82ce'],1,-1.0
73,1.7603419168918932,2.021722956442927,3.5748096016227207,['5772700eedc2cb3880bc82ce'],['5772700eedc2cb3880bc82ce'],[],0,-1.0
77,2.933903194819822,2.021722956442927,1.7874048008113603,"['57726f59edc2cb3880ba76b3', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5']",['5772700eedc2cb3880bc836e'],"['57727c2eedc2cb3880e392f5', '57726fffedc2cb3880bc69d6', '57726f59edc2cb3880ba76b3']",0,-1.0
79,3.5206838337837865,2.021722956442927,1.7874048008113603,"['57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4']","['57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57727015edc2cb3880bceb08', '57726f49edc2cb3880ba034f']","['57726f49edc2cb3880ba034f', '57727c95edc2cb3880e4d1d4', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4']",0,-1.0
80,2.933903194819822,0.0,1.7874048008113603,[],['57727cbaedc2cb3880e561f7'],['57727cbaedc2cb3880e561f7'],0,-1.0
81,4.694245111711715,0.0,1.7874048008113603,"['57726e34edc2cb3880b62340', '57726e34edc2cb3880b62340', '57726e34edc2cb3880b62340', '57726e34edc2cb3880b62340', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727015edc2cb3880bceb08', '57726f59edc2cb3880ba76b3']",['57727015edc2cb3880bceb08'],"['57727c95edc2cb3880e4d1d4', '57727015edc2cb3880bceb08']",1,-1.0
83,2.933903194819822,0.0,0.3574809601622721,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727071edc2cb3880be3213', '57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb28', '57727015edc2cb3880bceb28', '57727015edc2cb3880bceb08', '57727071edc2cb3880be3213', '57727cbaedc2cb3880e561f7', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08', '57727c95edc2cb3880e4d1d4', '57727d14edc2cb3880e6926e', '57727d14edc2cb3880e6926e', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3']",['57727015edc2cb3880bceb28'],[],1,-1.0
84,4.107464472747751,0.0,0.0,"['57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5', '57727c2eedc2cb3880e392f5']","['57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57727cbaedc2cb3880e561f7', '5772700eedc2cb3880bc836e', '57726f49edc2cb3880ba034f']",['57727cbaedc2cb3880e561f7'],1,-1.0
85,2.933903194819822,2.021722956442927,0.0,"['57727c2eedc2cb3880e392f5', '57727015edc2cb3880bceb08', '57727015edc2cb3880bceb08']","['57727015edc2cb3880bceb08', '57727c2eedc2cb3880e392f5']",[],0,-1.0
86,2.347122555855857,2.021722956442927,0.0,['5772700eedc2cb3880bc836e'],"['5772700eedc2cb3880bc836e', '5772700eedc2cb3880bc836e']",[],0,-1.0
87,3.5206838337837865,2.021722956442927,2.5023667211359046,[],"['5772700eedc2cb3880bc836e', '57727015edc2cb3880bceb08']",[],0,-1.0
89,2.933903194819822,0.0,1.7874048008113603,"['57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405']","['57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d']",['57727c2eedc2cb3880e39405'],1,-1.0
90,1.7603419168918932,0.0,2.5023667211359046,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '577278cdedc2cb3880d9370c', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c', '577278cdedc2cb3880d9370c']","['57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '577278cdedc2cb3880d9370c', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '577278cdedc2cb3880d9370c', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c']","['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57727c95edc2cb3880e4d1d4', '577278cdedc2cb3880d9370c', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '577278cdedc2cb3880d9370c', '57727c95edc2cb3880e4d1d4', '57727c2eedc2cb3880e39405', '57727c2eedc2cb3880e39405', '57727c95edc2cb3880e4d1d4', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '577278cdedc2cb3880d9370c']",1,-1.0
91,1.7603419168918932,0.0,2.5023667211359046,"['57727d5cedc2cb3880e751a0', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5', '57726f77edc2cb3880baa4c5']","['57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d']","['57727d5cedc2cb3880e751a0', '57726f77edc2cb3880baa4c5']",1,-1.0
92,3.5206838337837865,2.021722956442927,1.7874048008113603,[],"['57726f59edc2cb3880ba76b3', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d', '57726f59edc2cb3880ba76b3']","['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f4fedc2cb3880ba0b6d', '57726f4fedc2cb3880ba0b6d']",0,-1.0
94,2.933903194819822,0.0,0.0,"['57727d5cedc2cb3880e751a0', '57726f59edc2cb3880ba76b3', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '57726f78edc2cb3880baa755', '57727d5cedc2cb3880e751a0']",['57726f78edc2cb3880baa755'],"['57726f78edc2cb3880baa755', '57726f59edc2cb3880ba76b3']",1,-1.0
95,4.107464472747751,2.021722956442927,3.5748096016227207,"['57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '57726f59edc2cb3880ba76b3', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc']",['577271fdedc2cb3880c384cc'],['57726f59edc2cb3880ba76b3'],0,-1.0
96,4.107464472747751,0.0,0.0,"['57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '57726f78edc2cb3880baa755', '57727c95edc2cb3880e4d1d4', '57727c95edc2cb3880e4d1d4']","['57727c95edc2cb3880e4d1d4', '577271fdedc2cb3880c384cc', '57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755']","['57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755', '57726f78edc2cb3880baa755', '57727c95edc2cb3880e4d1d4', '57726f78edc2cb3880baa755']",1,-1.0
97,2.933903194819822,0.0,0.0,['577271fdedc2cb3880c384cc'],[],['577271fdedc2cb3880c384cc'],1,-1.0
98,1.7603419168918932,0.0,1.7874048008113603,"['577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc', '577271fdedc2cb3880c384cc']","['57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f', '57726f49edc2cb3880ba034f']",[],1,-1.0
